date,open,high,close,low,volume
2018-06-11,30.0663,36.0755,36.0755,30.0663,78829
2018-06-12,39.6831,39.6831,39.6831,39.6831,26579
2018-06-13,43.6494,43.6494,43.6494,43.6494,45030
2018-06-14,48.0143,48.0143,48.0143,48.0143,74267
2018-06-15,52.8178,52.8178,52.8178,52.8178,256510
2018-06-19,58.0995,58.0995,58.0995,58.0995,1117428
2018-06-20,63.9095,63.9095,63.9095,63.9095,1310382
2018-06-21,70.2974,70.2974,70.2974,70.2974,1231660
2018-06-22,71.7524,72.46,66.3212,63.2717,128170599
2018-06-25,67.9655,71.3538,68.9521,66.9889,69981999
2018-06-26,67.6566,75.2902,73.9249,66.8693,62553547
2018-06-27,73.9548,74.6723,73.8352,71.5232,44138862
2018-06-28,73.048,75.1308,67.9755,67.2081,53080981
2018-06-29,68.4438,74.0445,71.7126,67.537,45698575
2018-07-02,70.5466,71.2342,69.7593,68.8724,32470182
2018-07-03,69.9586,70.9452,69.0517,65.6236,33910064
2018-07-04,67.9157,67.9157,65.6933,65.2748,26282197
2018-07-05,64.7765,71.6328,68.5734,64.6569,34337783
2018-07-06,68.5734,74.2438,70.6363,68.4638,49213427
2018-07-09,70.5565,71.3239,71.304,68.8724,31068979
2018-07-10,74.7421,75.629,72.151,71.4136,36484401
2018-07-11,69.7593,78.6686,76.795,69.3407,49120805
2018-07-12,75.7686,84.4785,84.4785,75.34,43085212
2018-07-13,81.718,88.1658,82.4156,80.7514,48202055
2018-07-16,82.4156,84.4586,83.6115,79.8246,29515196
2018-07-17,82.8242,83.8806,81.9971,79.3861,28615349
2018-07-18,81.9971,84.0799,81.9971,79.8345,27113839
2018-07-19,81.718,84.8572,82.605,80.3926,25074483
2018-07-20,82.2163,90.8665,90.6173,81.728,42695635
2018-07-23,88.694,90.2287,88.3153,87.249,25014352
2018-07-24,88.1957,92.6404,91.4544,87.1991,26501025
2018-07-25,90.6871,94.7531,82.306,82.306,45719348
2018-07-26,80.2232,82.316,77.9311,76.3366,39286999
2018-07-27,77.7318,78.3696,75.7885,75.4098,22809584
2018-07-30,76.2369,77.0741,76.5857,74.7421,18041846
2018-07-31,76.516,76.526,71.9717,70.2675,28128307
2018-08-01,71.7524,73.3768,71.1744,70.7758,17933649
2018-08-02,70.1579,73.038,72.3105,69.8091,19853529
2018-08-03,71.5132,72.8885,69.3607,68.4239,17288867
2018-08-06,68.7627,70.8356,69.4105,67.3676,15706945
2018-08-07,70.2376,74.204,73.5363,69.7593,19964947
2018-08-08,73.2473,73.327,71.2741,70.8655,14770817
2018-08-09,71.1545,75.3998,73.8053,70.0583,18474864
2018-08-10,73.3469,74.2339,74.184,72.7689,11673860
2018-08-13,72.749,73.9349,73.7555,71.7823,10949557
2018-08-14,73.5462,73.6359,71.3239,71.1944,11735618
2018-08-15,70.7359,71.7823,68.8724,68.7627,12916705
2018-08-16,67.7662,69.6397,68.7528,65.9823,10715293
2018-08-17,69.6596,70.2675,67.9256,67.8658,8224837
2018-08-20,67.6466,68.8724,68.7129,65.7731,10922929
2018-08-21,68.7328,70.5366,69.3308,67.7861,10208839
2018-08-22,68.8225,70.0084,67.238,66.9789,8999917
2018-08-23,67.4174,69.4105,68.8624,66.8493,12193136
2018-08-24,67.5768,70.9552,68.5634,67.4672,13360932
2018-08-27,68.3442,70.7359,70.2177,67.6566,12915092
2018-08-28,70.3672,74.0644,72.7589,70.1579,18813962
2018-08-29,72.3504,73.2473,72.7689,71.5631,10333837
2018-08-30,72.9383,73.7455,69.7493,69.3906,13681809
2018-08-31,68.2545,68.9621,65.2748,64.7865,15901213
2018-09-03,64.5772,64.5772,63.0425,60.7902,15910805
2018-09-04,62.9827,64.0291,63.6304,62.5442,8067558
2018-09-05,63.3813,63.76,61.1789,61.1789,9689281
2018-09-06,60.3916,62.4346,61.6274,60.1126,8854073
2018-09-07,62.2751,64.6569,63.1023,61.9961,12748586
2018-09-10,63.3414,63.5707,61.139,60.7902,6545100
2018-09-11,61.1889,62.9428,62.3548,61.1889,6629327
2018-09-12,62.5841,65.0256,64.2782,62.3947,12115986
