date,open,high,close,low,volume
2002-02-07,1.30504,1.38713,1.36187,1.30293,157143500
2002-02-08,1.35556,1.36398,1.34082,1.33872,38785000
2002-02-25,1.36398,1.39555,1.37871,1.34924,37165400
2002-02-26,1.35766,1.38503,1.38292,1.34714,12665500
2002-02-27,1.38292,1.44607,1.4187,1.37661,42434900
2002-02-28,1.4187,1.43554,1.41239,1.40187,15721200
2002-03-01,1.41028,1.43765,1.4166,1.40818,11076800
2002-03-04,1.41449,1.43344,1.43133,1.41028,7568800
2002-03-05,1.43765,1.46501,1.44817,1.42291,13290400
2002-03-06,1.45449,1.4608,1.43765,1.43554,14427500
2002-03-07,1.43765,1.50922,1.5008,1.43554,24617100
2002-03-08,1.50711,1.51553,1.49027,1.46501,27282800
2002-03-11,1.49027,1.5008,1.49659,1.47343,13260800
2002-03-12,1.49659,1.49659,1.45449,1.45028,15668200
2002-03-13,1.45449,1.47133,1.45028,1.43554,6288000
2002-03-14,1.45028,1.48185,1.47343,1.44817,7776800
2002-03-15,1.47975,1.49238,1.45028,1.44817,9004100
2002-03-18,1.47133,1.48396,1.43133,1.4166,7037000
2002-03-19,1.42712,1.49238,1.49027,1.42712,8848900
2002-03-20,1.49659,1.50501,1.48396,1.4608,11662500
2002-03-21,1.49448,1.51763,1.50922,1.47554,16259900
2002-03-22,1.51342,1.51974,1.5029,1.48817,7305800
2002-03-25,1.5029,1.52605,1.51553,1.48606,6661900
2002-03-26,1.51553,1.52184,1.49027,1.48185,6687300
2002-03-27,1.48396,1.49869,1.49027,1.46922,4319500
2002-03-28,1.48817,1.49869,1.48817,1.47764,2905700
2002-03-29,1.48185,1.48185,1.44396,1.43975,5795100
2002-04-01,1.43133,1.4587,1.45659,1.42923,2627100
2002-04-02,1.45238,1.45449,1.43344,1.42923,2529900
2002-04-03,1.43554,1.4587,1.43765,1.42923,3300500
2002-04-04,1.43344,1.47133,1.46712,1.42712,2169200
2002-04-05,1.47554,1.5008,1.48185,1.46712,7231000
2002-04-08,1.48185,1.50711,1.48185,1.47343,2559000
2002-04-09,1.49027,1.50711,1.5029,1.48185,5557500
2002-04-10,1.50501,1.50711,1.49448,1.48185,4633200
2002-04-11,1.48396,1.50501,1.46501,1.46501,2863000
2002-04-12,1.4608,1.49448,1.47343,1.4587,2055900
2002-04-15,1.47343,1.49238,1.47764,1.46291,1479000
2002-04-16,1.49238,1.51342,1.46712,1.46291,786700
