date,open,high,close,low,volume
2007-03-01,20.2777,20.6711,18.9759,18.5744,197763351
2007-03-02,19.061,19.2395,18.8218,18.6068,42504832
2007-03-05,18.6474,18.7244,17.9985,17.6538,41919674
2007-03-06,17.8444,18.6555,18.3513,17.743,29772788
2007-03-07,18.3675,19.0205,18.8501,18.2134,28746378
2007-03-08,18.696,18.7893,18.623,18.5257,13098383
2007-03-09,18.6149,18.696,18.4649,18.1283,16088779
2007-03-12,18.3716,18.3716,18.1323,18.0471,14535306
2007-03-13,18.1729,18.3554,18.2053,18.0958,10231968
2007-03-14,17.966,18.2905,18.2256,17.7592,17330656
2007-03-15,18.4608,18.8542,18.2337,18.1688,15252190
2007-03-16,18.2459,18.6352,18.3351,18.0066,22754724
2007-03-20,18.9799,19.0286,18.5663,18.4527,22202687
2007-03-21,18.5744,18.6555,18.2905,18.2094,13672832
2007-03-22,18.4324,18.623,18.3959,18.3432,16750984
2007-03-23,18.3878,18.4649,18.3148,18.1323,13981014
2007-03-26,18.331,18.7366,18.6311,18.3229,22326679
2007-03-27,18.5703,18.8015,18.619,18.5054,13933819
2007-03-28,18.6149,19.0205,18.8907,18.4851,25826369
2007-03-29,18.984,19.787,19.2233,18.8501,46198618
2007-03-30,19.0448,19.4139,19.0813,18.9475,14461720
2007-04-02,19.0813,19.7505,19.6248,19.0813,23144503
2007-04-03,19.6369,19.7748,19.5518,19.426,13271204
2007-04-04,19.5558,19.6694,19.3814,19.2841,12245469
2007-04-05,19.3855,19.4666,19.4341,19.1421,12286538
2007-04-06,19.3368,19.8519,19.4706,19.2638,19520852
2007-04-09,19.5031,21.0442,20.9306,19.3449,46277021
2007-04-10,20.6833,21.7701,21.4214,20.6833,40782390
2007-04-11,21.4457,22.3785,21.7134,21.3321,24344650
2007-04-12,21.8918,23.5221,21.6728,21.4741,15927043
2007-04-13,21.9405,22.8895,22.3176,21.8999,26668945
2007-04-16,22.5731,22.9341,22.8814,22.5731,14697227
2007-04-17,22.8935,23.1247,22.3663,21.7377,19724388
2007-04-18,22.2974,22.342,21.8634,21.6566,13032235
2007-04-19,21.6971,22.0216,21.0807,20.3629,20558670
2007-04-20,21.3565,22.8732,22.4434,21.2389,18569028
2007-04-23,22.4555,23.3477,23.1085,22.2568,14693400
2007-04-24,23.5181,23.5262,22.638,22.6096,16047200
2007-04-25,22.3541,23.4005,22.999,22.269,14593847
2007-04-26,22.9462,23.7979,23.729,22.9462,18496132
2007-04-27,23.7452,26.1015,25.7932,23.6438,38983864
2007-04-30,25.631,27.5087,26.7057,25.2985,20419044
2007-05-08,27.4966,27.5696,26.653,26.361,13232558
2007-05-09,26.1582,27.091,26.653,25.5499,11181270
2007-05-10,26.6692,26.7666,26.1501,26.0771,8584459
2007-05-11,25.7527,25.9149,25.4728,24.7996,16059298
2007-05-14,25.0632,27.0464,25.9595,24.3332,17174388
2007-05-15,26.1177,26.1542,24.9537,24.9213,11153398
2007-05-16,24.9416,25.5418,25.2782,24.6171,9884150
2007-05-17,25.2782,25.8662,25.4891,25.1443,8432798
2007-05-18,25.3431,25.485,25.2255,24.7428,11177295
