date,open,high,close,low,volume
1996-03-12,0.118902,0.121148,0.110843,0.108465,14155000
1996-03-13,0.105823,0.113089,0.110182,0.105823,3400800
1996-03-14,0.109786,0.110843,0.108069,0.107408,2015900
1996-03-15,0.107276,0.109918,0.108993,0.104766,1699600
1996-03-18,0.109126,0.114674,0.11375,0.108597,4058300
1996-03-19,0.114674,0.114806,0.1119,0.110975,2077700
1996-03-20,0.112296,0.118638,0.11626,0.112296,3503900
1996-03-21,0.11626,0.120884,0.114939,0.114674,4380400
1996-03-22,0.114939,0.115995,0.115599,0.113353,2146800
1996-03-25,0.116392,0.11692,0.113882,0.113221,1309400
1996-03-26,0.113617,0.11441,0.111504,0.111239,1266900
1996-03-27,0.110447,0.11375,0.113617,0.109918,1146700
1996-03-28,0.113353,0.113617,0.109918,0.109654,791500
1996-03-29,0.10939,0.110447,0.109786,0.108069,951900
1996-04-01,0.113617,0.114278,0.110315,0.108465,1317900
1996-04-02,0.110182,0.110315,0.108729,0.108729,515900
1996-04-03,0.108729,0.110843,0.109654,0.108729,198000
1996-04-04,0.110315,0.110975,0.110975,0.11005,229900
1996-04-05,0.109522,0.115995,0.115203,0.108861,1815100
1996-04-08,0.114939,0.115467,0.113617,0.110975,1942700
1996-04-09,0.113089,0.113882,0.112693,0.112428,529300
1996-04-10,0.112561,0.114806,0.112561,0.112296,798900
1996-04-11,0.112957,0.114146,0.11375,0.111768,623300
1996-04-12,0.112957,0.115071,0.112957,0.112693,966600
1996-04-15,0.112825,0.112825,0.111372,0.110447,584200
1996-04-16,0.111768,0.112825,0.111636,0.110975,337900
1996-04-17,0.112032,0.113617,0.112164,0.111636,716900
1996-04-18,0.112428,0.115995,0.115467,0.1119,905500
1996-04-19,0.115599,0.124054,0.122469,0.115599,3641500
1996-04-22,0.124186,0.124583,0.117581,0.116524,3162400
1996-04-23,0.11626,0.119959,0.119827,0.11626,1302800
1996-04-24,0.123922,0.130924,0.127489,0.122205,3493900
1996-04-25,0.127489,0.129735,0.119695,0.118902,2291000
1996-04-26,0.120884,0.137398,0.134491,0.120884,5126600
1996-04-29,0.137398,0.144268,0.136077,0.13066,2384500
1996-04-30,0.137398,0.137398,0.120223,0.118902,1829100
1996-05-02,0.132113,0.134756,0.114939,0.114939,1505200
1996-05-03,0.11626,0.120884,0.11626,0.11441,1296100
1996-05-06,0.116392,0.122865,0.122601,0.11626,927800
1996-05-07,0.122865,0.123922,0.11626,0.11626,899500
1996-05-09,0.11626,0.119298,0.114939,0.11375,648500
1996-05-10,0.114939,0.11626,0.116128,0.113353,461400
1996-05-13,0.11692,0.117581,0.115599,0.114542,359500
1996-05-14,0.115599,0.116656,0.115467,0.114939,347300
1996-05-15,0.114674,0.11877,0.117845,0.113882,355100
1996-05-16,0.118241,0.119827,0.113617,0.112296,643600
1996-05-17,0.114939,0.11877,0.117977,0.114939,479600
1996-05-20,0.118902,0.122865,0.118902,0.118241,1129200
1996-05-21,0.121544,0.121676,0.113617,0.113353,455000
1996-05-22,0.113089,0.115995,0.114674,0.112428,209900
1996-05-23,0.11441,0.115467,0.108333,0.108333,427700
1996-05-24,0.107012,0.108333,0.108333,0.104369,404400
1996-05-27,0.108201,0.108201,0.104237,0.104237,191000
1996-05-28,0.105691,0.107672,0.105823,0.104898,233800
1996-05-29,0.106351,0.108069,0.106219,0.105955,334400
1996-05-30,0.108465,0.108465,0.104105,0.104105,236800
1996-05-31,0.103445,0.108069,0.106219,0.103445,275100
1996-06-03,0.107672,0.108201,0.108069,0.106351,315100
1996-06-04,0.107012,0.110315,0.108201,0.107012,355000
1996-06-05,0.108861,0.113353,0.112296,0.107012,496300
1996-06-06,0.112296,0.115599,0.114674,0.109126,681100
1996-06-07,0.115071,0.122469,0.118902,0.11375,2159800
1996-06-10,0.126565,0.134491,0.129471,0.121941,2481400
1996-06-11,0.129471,0.129999,0.122997,0.121544,1143000
1996-06-12,0.123526,0.126829,0.118902,0.116524,963400
1996-06-13,0.120223,0.135812,0.13317,0.120223,4736900
1996-06-14,0.13317,0.136737,0.130792,0.128414,3501700
1996-06-17,0.134491,0.137398,0.132113,0.131453,1894500
1996-06-18,0.131453,0.140701,0.14004,0.129471,2076100
1996-06-19,0.14004,0.143739,0.143475,0.136077,3358800
1996-06-20,0.132113,0.142418,0.138058,0.132113,1035800
1996-06-21,0.142682,0.142682,0.137926,0.136737,432000
1996-06-24,0.137794,0.137794,0.13568,0.13066,1280600
1996-06-25,0.132113,0.134095,0.133434,0.129867,744400
1996-06-26,0.134756,0.138851,0.136077,0.134756,1289300
1996-06-27,0.142682,0.15193,0.15193,0.13938,2384500
1996-06-28,0.150609,0.16382,0.161178,0.147306,1917400
1996-07-01,0.171747,0.183241,0.171747,0.166463,2800000
1996-07-02,0.177032,0.177032,0.173597,0.169237,1566500
1996-07-03,0.175711,0.18879,0.18628,0.175711,3499500
1996-07-04,0.188922,0.191564,0.188922,0.183109,2224000
1996-07-05,0.188922,0.211381,0.196188,0.188922,2918900
1996-07-08,0.202133,0.203719,0.199491,0.19566,2364100
1996-07-09,0.203454,0.211117,0.200284,0.194867,2310600
1996-07-10,0.203454,0.203454,0.196849,0.189186,2029700
1996-07-11,0.196849,0.196849,0.191564,0.184959,1352300
1996-07-12,0.187601,0.192885,0.191564,0.18628,892000
1996-07-15,0.192885,0.192885,0.188526,0.183902,728200
1996-07-16,0.188526,0.200152,0.19817,0.188526,726100
1996-07-17,0.19817,0.19817,0.193942,0.188922,910900
1996-07-18,0.197509,0.204908,0.199359,0.195528,2138300
1996-07-19,0.200548,0.200944,0.195528,0.194867,1253200
1996-07-22,0.195528,0.198038,0.192885,0.190111,998400
1996-07-23,0.192885,0.196849,0.191564,0.191036,1032800
1996-07-24,0.195528,0.199095,0.196452,0.192621,1137700
1996-07-25,0.196585,0.201869,0.200284,0.195528,1804800
1996-07-26,0.200812,0.208475,0.19566,0.191564,1552100
1996-07-29,0.196981,0.198302,0.196849,0.194603,376300
1996-07-30,0.200152,0.200152,0.193546,0.189054,451900
1996-07-31,0.191564,0.192885,0.186544,0.186412,482300
1996-08-01,0.186544,0.188261,0.185091,0.185091,313600
1996-08-02,0.185619,0.192621,0.187601,0.185619,312000
1996-08-05,0.188394,0.191564,0.187072,0.184959,432300
1996-08-06,0.187601,0.188922,0.188922,0.18628,307000
1996-08-07,0.188922,0.192489,0.191168,0.188394,581800
1996-08-08,0.1913,0.192357,0.190904,0.188394,396300
1996-08-09,0.190243,0.190243,0.188922,0.187601,287400
1996-08-12,0.188922,0.191564,0.188922,0.187601,332300
1996-08-13,0.188922,0.191564,0.1913,0.188922,281500
1996-08-14,0.191828,0.196717,0.194207,0.190507,605800
1996-08-15,0.194999,0.197377,0.194471,0.193678,717900
1996-08-16,0.192885,0.197245,0.196585,0.191564,661500
1996-08-19,0.19817,0.198831,0.19315,0.189979,422200
1996-08-20,0.191564,0.195792,0.194867,0.191564,472900
1996-08-21,0.195528,0.20319,0.198831,0.195528,1111600
1996-08-22,0.201737,0.202926,0.202794,0.200548,1116400
1996-08-23,0.202133,0.203454,0.201605,0.195528,1199500
1996-08-26,0.198434,0.204511,0.202398,0.198434,549300
1996-08-27,0.201473,0.203058,0.203058,0.200548,576200
1996-08-28,0.203454,0.207418,0.204776,0.202133,759600
1996-08-29,0.204776,0.204776,0.202398,0.198434,420900
1996-08-30,0.202662,0.214684,0.207814,0.202133,1227100
1996-09-02,0.208475,0.210456,0.203454,0.203454,348100
1996-09-03,0.204776,0.20755,0.206097,0.202926,394100
1996-09-04,0.205172,0.214024,0.211381,0.203587,1158100
1996-09-05,0.212702,0.216666,0.211381,0.208739,1419600
1996-09-06,0.212702,0.212702,0.211778,0.207418,533400
1996-09-09,0.208475,0.211249,0.20755,0.203454,366800
1996-09-10,0.202265,0.212438,0.207418,0.202133,860900
1996-09-11,0.206757,0.211381,0.20319,0.198038,1379100
1996-09-12,0.204776,0.206097,0.19817,0.184959,718400
1996-09-13,0.194207,0.204776,0.204776,0.191961,361400
1996-09-16,0.200812,0.201869,0.19817,0.195528,167700
1996-09-17,0.19817,0.210721,0.204776,0.19817,532100
1996-09-18,0.206097,0.207418,0.200812,0.196849,352200
1996-09-19,0.197509,0.200944,0.200812,0.197509,131200
1996-09-20,0.201869,0.208475,0.202133,0.19817,552900
1996-09-23,0.208475,0.235162,0.229217,0.208343,4151600
1996-09-24,0.231859,0.235162,0.229877,0.224593,2762700
1996-09-25,0.237143,0.253393,0.24943,0.237143,3571000
